"target","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14"
11.5,3,7,3378,131,10,13.8,9999,9999,9999,175,0.864,42.5,44,3238
11.6,2,7,1998,95,9,14.8,9999,9999,9999,207,1.25,32.2,38.1,3.46
11.6,3,7,1781,92,9,14.5,633,9999,7.5,198,1.7,30.5,32.8,3545
11.6,1,7,1998,84,9,15.4,621,9999,9999,190,1157,53.2,30.4,3818
11.6,1,7,1985,110,9,14,9999,9999,9999,210,826,22.7,46.2,2.6
11.6,1,7,1795,88,9,15.7,609,9999,9999,195,9999,9999,9999,3572
11.6,1,7,1991,110,9,13.3,609,9999,9999,205,9999,9999,9999,9999
11.6,1,7,1396,66,9,14.6,9999,9999,9999,177,0.756,36.9,37.2,2.849
11.6,1,7,1396,66,9,15,9999,9999,9999,182,777,36.9,37.2,2.849
11.6,1,7,1493,84,9,12.7,9999,9999,9999,192,0.761,45.3,38.8,2.729
11.6,1,7,1850,100,9,14.1,9999,9999,9999,198,0.854,53.7,38.6,2.916
11.6,1,7,1598,81,9,13.5,9999,9999,9999,175,795,37.6,36.7,2.99
11.6,1,7,1598,81,9,14,9999,9999,9999,175,795,37.6,36.7,2.99
11.6,1,7,1985,110,9,14,9999,9999,9999,210,855,21.9,44.6,2.652
11.6,1,8,1995,81,9,15.8,589,9999,9999,190,1151,17.1,41.3,2.731
11.6,1,7,1598,81,9,14,9999,9999,9999,175,795,37.6,36.7,2.99
11.6,3,7,2792,128,11,14.1,884,9999,9999,193,986,38.8,33.7,3.396
11.6,1,7,1998,103,11,14.5,0.85,9999,9999,185,0.936,28.9,36.6,3233
11.6,1,7,1998,103,11,14.9,9999,9999,9999,187,946,28.9,36.6,3233
11.7,1,8,1896,81,9,14.9,639,9999,7.7,191,975,24.5,47.2,2459
11.7,1,7,1595,74,9,16.4,0.656,9999,9999,187,1.39,30,32.1,3613
11.7,1,7,1595,74,9,16,633,9999,7.7,188,1113,28.2,30.2,3.851
11.7,1,7,1587,65,9,15.8,0.65,9999,9999,185,0.99,24.9,33.4,3196
11.7,1,7,1587,65,9,15.8,0.65,9999,9999,185,0.99,24.9,33.4,3196
11.7,1,7,1587,65,9,15.8,0.65,9999,9999,185,0.99,24.9,33.4,3196
11.7,1,7,1998,113,9,12.2,9999,9999,9999,205,0.78,45.5,44.5,2.66
11.7,1,8,1951,85,9,17.2,609,9999,9999,193,9999,9999,9999,3.29
11.7,1,7,1590,67,9,14.8,9999,9999,9999,165,777,28.3,35.4,3.16
11.7,1,7,1590,67,9,14.8,9999,9999,9999,165,777,28.3,35.4,3.16
11.7,1,7,1587,81,9,14.9,532,9999,9999,195,0.954,37.6,34.1,3.37
11.7,1,7,1587,81,9,15.1,532,9999,9999,195,0.954,37.6,34.1,3.37
11.7,1,7,1781,92,9,15.4,679,9999,8,200,1.26,26.1,33.6,3445
11.7,1,7,1597,73,9,17.7,588,9999,9999,176,815,32.7,36,3153
11.7,3,7,3947,136,10,15.4,9999,9999,9999,170,0.689,29.8,52,2.6
11.7,1,7,1590,77,10,16.3,9999,9999,9999,165,0.881,25.5,30.2,3969
11.7,3,7,3497,149,10,12.9,1088,9999,9999,185,816,35,45.3,3.143
11.7,1,7,1998,94,11,14.5,9999,9999,9999,180,847,42.4,39.4,2835
11.7,3,7,4664,173,10,13.1,9999,9999,9999,175,9999,9999,9999,3238
11.8,1,8,2188,83,9,17.2,621,9999,9999,195,992,18.5,45.7,2.5
11.8,1,7,1396,62,9,16.3,9999,9999,9999,180,0.94,37.3,33.2,3215
11.8,1,7,1590,85,9,13.2,9999,9999,9999,190,958,44.9,31.5,3364
11.8,1,7,1489,65,9,16.7,9999,9999,9999,173,924,31.1,34,3.22
11.8,1,7,1840,74,9,15.8,0.658,9999,9999,182,797,34.2,41.5,2.732
11.8,1,7,1840,74,9,16.1,0.658,9999,9999,182,797,34.2,41.5,2.732
11.8,3,7,1994,92,9,15.1,9999,9999,9999,188,0.85,35.5,39.5,2852
11.8,1,7,1398,71,9,14.7,9999,9999,9999,185,956,32.6,32.3,3.37
11.8,1,7,1398,71,9,14.6,9999,9999,9999,185,956,32.6,32.3,3.37
11.8,1,7,1398,71,9,15.3,9999,9999,9999,185,956,32.6,32.3,3.37
11.8,1,7,1998,97,9,15.2,741,9999,9999,198,1.37,32.7,34.7,3344
11.8,1,7,1398,71,9,15.3,9999,9999,9999,185,956,32.6,32.3,3.37
11.8,1,7,2792,128,11,13.4,831,9999,7.9,199,978,33.1,35.1,3.268
11.8,3,7,2351,110,11,14.6,1004,9999,9999,185,0.949,26.6,35.5,3338
11.8,1,7,1840,74,11,17.7,772,9999,9999,175,0.876,27.1,36.3,3
11.8,5,7,3494,158,10,12.9,9999,9999,9999,180,823,24.2,40.5,3388
11.9,1,7,1598,75,9,14.3,713,5.5,8.2,180,0.881,31,38.9,2.711
11.9,1,8,1896,85,9,15.6,0.65,9999,9999,196,968,19.5,50.6,2294
11.9,2,7,1895,77,9,15.3,647,9999,9999,190,1.14,20.9,35.4,3.2
11.9,1,7,1595,74,9,15.6,0.651,9999,8,185,1.9,27.2,31.6,3.4
11.9,1,7,1762,81,9,15.6,0.7,9999,9999,194,1.35,33.6,34.1,3.328
11.9,1,8,1870,72,9,15.1,627,9999,9999,186,1.312,14.4,35.4,3.75
11.9,1,7,1997,100,9,12.8,9999,9999,9999,200,851,44.2,39.2,2878
11.9,1,7,1498,65,9,17.5,9999,9999,9999,177,0.994,31.1,32.4,3366
11.9,1,7,1498,65,9,17.7,0.592,9999,9999,177,0.994,31.1,32.4,3366
11.9,1,7,1595,74,9,16.4,0.678,9999,7.8,188,1.45,30,32.1,3613
11.9,1,7,1595,74,9,16.6,0.678,9999,9999,188,1.45,30,32.1,3613
11.9,1,7,1598,79,9,16.3,696,9999,9999,187,0.891,30.2,36.5,3.183
11.9,1,7,1581,76,9,17,9999,9999,9999,185,1.29,31.1,31.3,3.712
11.9,1,8,1910,77,9,17.5,9999,9999,9999,185,1.19,18.2,45.4,2.558
11.9,1,7,1587,81,9,15.3,589,9999,9999,190,929,37.6,34.1,3.37
11.9,3,8,2688,120,10,17,1061,5,8.2,185,927,12.6,47.5,2865
11.9,1,7,2295,107,11,15.7,884,9999,9999,187,1.7,23.1,33.7,3.396
11.9,3,7,1795,88,10,15.7,1.02,9999,9999,165,642,25.4,46.3,2.726
11.9,3,7,1795,88,10,16.2,1.01,9999,9999,165,642,25.4,46.3,2.726
12,2,7,1998,100,9,15,0.64,5,7.7,204,1.18,27.9,36.4,3175
12,1,7,1390,55,9,16.3,602,9999,9999,173,9999,9999,9999,3.143
12,2,8,2497,96,9,17.4,685,9999,9999,200,0.984,19.8,45.1,2622
12,1,8,1995,74,9,17.6,609,9999,9999,188,943,17.4,46.4,2.55
12,1,8,1995,74,9,17.8,589,9999,9999,188,943,17.4,46.4,2.55
12,1,8,1995,74,9,17.8,629,9999,9999,188,943,17.4,46.4,2.55
12,1,7,1598,55,9,17.5,679,9999,9999,170,1.55,27.1,35.8,2875
12,1,7,1361,55,9,18.5,634,9999,9999,175,0.98,24.8,32.4,3287
12,1,7,1581,76,9,14.3,9999,9999,9999,184,812,41.3,39.4,2687
12,1,8,1929,66,9,19.1,9999,9999,9999,180,1.8,21.2,43.6,2.51
12,4,7,995,56,9,15.2,9999,9999,9999,180,728,13.4,43.4,2.47
12,1,7,1991,85,9,14.2,0.658,9999,9999,185,727,47.7,42.4,2676
12,1,7,1991,85,9,14.4,0.658,9999,9999,185,727,47.7,42.4,2676
12,1,7,1275,55,9,15.6,0.651,9999,9999,170,823,31.2,34.4,2945
12,1,8,1753,66,9,18.1,0.64,9999,9999,177,1.18,20.3,38.6,2741
12,1,7,1598,74,9,15.7,645,9999,9999,183,0.874,30,34.9,3.329
12,1,7,1762,81,9,14.8,0.683,9999,9999,193,0.98,35.4,38.6,2821
12,1,7,1998,113,9,12.6,9999,9999,9999,205,0.78,45.5,44.5,2.66
12,1,7,1998,103,9,13.3,588,9999,9999,195,532,56,63.2,1796
12,1,7,1998,103,9,13.3,588,9999,9999,195,536,55.6,62.8,1796
12,1,7,1796,85,11,15.5,0.78,9999,9999,184,1.94,25.3,31.1,3.729
12,1,7,1781,110,11,15.1,831,9999,8.1,194,1.49,14,33.6,3.49
12,1,7,2254,110,11,13.5,9999,9999,9999,185,857,46,37.9,3125
12,1,7,2254,110,11,13.5,9999,9999,9999,185,857,46,37.9,3125
12,3,8,3200,121,10,17.2,1088,9999,9999,170,9999,9999,9999,3.1
12,3,7,1994,92,10,15.4,855,9999,9999,167,0.734,36.4,40.6,3.81
12,3,7,1998,94,10,13.1,9999,9999,9999,167,9999,9999,9999,3145
12.1,2,8,2148,85,9,16.8,9999,9999,9999,203,0.95,12.3,53.4,2173
12.1,2,8,2148,85,9,17.1,9999,9999,9999,198,0.967,14.4,48.7,2.382
12.1,1,8,1896,66,9,17,9999,9999,9999,180,0.962,18.4,46.8,2.264
12.1,3,8,1896,81,9,17.4,602,9999,8.1,194,1.69,16.2,43.7,2656
12.1,1,8,2446,95,9,16.6,0.66,9999,9999,201,1.28,17.1,45.4,2.64
12.1,1,7,1597,73,9,15.8,9999,9999,9999,190,0.979,31.9,33.7,3228
12.1,1,7,1597,73,9,16.1,9999,9999,9999,190,0.979,31.9,33.7,3228
12.1,1,7,1299,63,9,14.3,9999,9999,9999,175,0.959,32.6,30.4,3.56
12.1,2,7,1998,100,9,13.9,0.68,5.2,7.9,197,0.886,34.2,40.4,2872
12.1,1,7,1988,96,9,13.9,0.697,9999,9999,186,0.82,39.5,41.4,2.75
12.1,1,7,1493,84,9,13.3,9999,9999,9999,190,753,45.3,38.8,2.729
12.1,1,7,1991,85,9,15.4,772,9999,9999,179,0.74,47.7,42.4,2676
12.1,1,7,1998,97,11,16,0.942,9999,9999,186,976,31.2,34.6,3352
12.1,1,7,1998,97,11,16,0.942,9999,9999,186,925,34.4,36.6,3237
12.1,1,7,1998,97,11,16,0.942,9999,9999,186,925,34.4,36.6,3237
12.1,3,7,1998,94,10,13.8,9999,9999,9999,167,9999,9999,9999,3145
12.2,2,7,1895,87,9,15.2,0.577,9999,8.6,202,1.15,42.5,36.2,3.2
12.2,1,8,1422,55,9,17.5,659,9999,9999,170,0.939,21.6,45.3,2.264
12.2,1,7,1581,76,9,14.7,9999,9999,9999,180,789,41.6,39.7,2687
12.2,1,8,1910,59,9,17.6,9999,9999,9999,170,1169,14.3,48.5,2186
12.2,1,8,1910,59,9,17.9,9999,9999,9999,170,1169,14.3,48.5,2186
12.2,1,7,1493,84,9,12.5,9999,9999,9999,177,754,51.4,36.1,2932
12.2,1,8,1998,66,9,19,9999,9999,9999,178,0.947,27.8,47,2319
12.2,1,7,1840,84,9,14.4,9999,9999,9999,175,723,41.8,40.3,2.71
12.2,1,8,1998,66,9,19.2,0.592,9999,9999,178,0.947,27.8,47,2319
12.2,1,7,1762,81,9,15.2,532,9999,9999,185,852,26.6,38.8,2.96
12.2,1,7,1762,81,9,15.5,532,9999,9999,185,852,26.6,38.8,2.96
12.2,1,7,1597,70,9,15.7,9999,9999,9999,169,0.78,41.8,43.4,2.4
12.2,1,7,1597,70,9,15.7,9999,9999,9999,169,0.78,41.8,43.4,2.4
12.2,1,8,1896,85,9,16.1,67,9999,9999,192,948,19.5,50.6,2294
12.2,2,7,1991,110,9,14.5,0.651,9999,9999,209,0.86,31,43.9,2694
12.2,1,7,1997,100,9,13.3,9999,9999,9999,190,754,47.3,42,2.684
12.2,3,7,1994,92,9,15.5,9999,9999,9999,180,813,35.5,39.5,2852
12.2,2,7,1998,93,11,16.2,9999,9999,9999,170,878,35.4,32.3,3575
12.3,2,7,1998,100,9,14.7,586,5.3,8.2,202,0.891,34.8,41.2,2872
12.3,1,8,1422,55,9,18,605,9999,9999,173,9999,9999,9999,2576
12.3,1,7,1984,85,9,14.5,0.651,9999,8.5,189,1.12,24.6,34.6,3.64
12.3,1,8,1870,72,9,14.9,617,9999,9999,183,1.76,17.3,42.5,2.5
12.3,1,8,1870,72,9,14.7,637,9999,9999,183,1.76,17.3,42.5,2.5
12.3,1,7,1242,59,9,16.3,9999,9999,9999,165,872,37.5,37.9,2798
12.3,1,7,1242,59,9,16.3,9999,9999,9999,165,611,37.5,54,1.961
12.3,1,7,1597,66,9,15.1,9999,9999,9999,180,892,36.8,36.7,2878
12.3,1,8,2184,81,9,16.3,9999,9999,9999,185,895,19.5,51.7,2195
12.3,3,7,1597,70,9,16.4,0.683,9999,9999,175,0.984,28.7,34.2,3218
12.3,1,7,1793,82,9,14,9999,9999,9999,185,0.811,43.3,39.3,2.683
12.3,3,8,1896,81,9,17.9,667,9999,8.3,188,1.1,16.2,45.2,2.567
12.3,1,7,1781,110,11,15.3,831,9999,9999,189,0.82,21.2,41.9,2.8
12.4,1,8,1896,66,9,18,639,9999,8.4,181,1.65,17.2,45.3,2562
12.4,2,7,1895,77,9,16.7,597,9999,9999,200,1.5,21.2,35.9,3.2
12.4,1,7,1984,85,9,14.8,633,9999,8.5,192,1.42,23.2,35.4,3278
12.4,1,8,1896,81,9,16.1,633,9999,8.1,190,0.94,24.6,48.7,2383
12.4,1,7,1493,84,9,12.2,9999,9999,9999,172,733,51.4,36.1,2932
12.4,1,7,1834,92,9,13.2,9999,9999,9999,200,0.928,36.8,39.2,2878
12.4,1,7,1834,92,9,13.4,9999,9999,9999,200,0.928,36.8,39.2,2878
12.4,1,7,1834,92,9,13.4,9999,9999,9999,200,0.928,36.8,39.2,2878
12.4,1,7,1834,92,9,13.8,9999,9999,9999,200,0.928,36.8,39.2,2878
12.4,1,7,1991,100,9,12.2,0.658,9999,9999,195,0.798,47.4,42.1,2676
12.4,1,7,1991,100,9,12.2,0.658,9999,9999,195,0.798,47.4,42.1,2676
12.4,1,7,1597,83,9,12.8,9999,9999,9999,175,757,46.4,38.5,2.7
12.4,1,7,1762,81,9,15.7,589,9999,9999,180,0.829,26.6,38.8,2.96
12.4,1,8,1910,77,11,17.8,0.739,9999,9999,170,1.25,13,41.5,2736
12.5,1,8,1689,66,9,16.4,736,5.1,8.5,175,992,14.3,42,2513
12.5,1,8,1689,66,9,16.4,736,5.1,8.5,175,992,14.3,42,2513
12.5,2,8,2151,85,9,17.9,586,4.7,8.5,199,0.87,12.1,54.5,2173
12.5,2,8,2151,85,9,18.2,586,4.5,7.8,197,0.944,14.2,49.7,2.382
12.5,2,7,1998,100,9,15.4,0.64,5.6,8.5,201,0.97,31.5,40.3,2872
12.5,2,8,2497,96,9,17.7,685,9999,9999,195,0.913,26.4,47.4,2494
12.5,1,7,1598,74,9,16.3,557,9999,9999,193,1.46,26.4,30.7,3667
12.5,1,7,1799,85,9,15,557,9999,9999,198,985,33.1,37.2,3.28
12.5,1,7,1598,74,9,16.5,557,9999,9999,193,1.46,26.4,30.7,3667
12.5,1,7,1799,85,9,15.2,557,9999,9999,198,985,33.1,37.2,3.28
12.5,1,7,1595,74,9,14.9,9999,9999,9999,184,1.42,32.7,31.5,3361
12.5,1,7,1595,74,9,16.6,581,9999,8.1,192,1122,27.7,32.3,3595
12.5,1,7,1781,92,9,14.2,581,9999,8.5,201,1.44,29.1,33.2,3498
12.5,1,8,1997,80,9,18,0.686,9999,9999,191,1.33,15.2,46.2,2478
12.5,1,8,1997,80,9,18.8,0.686,9999,9999,191,1.33,15.2,46.2,2478
12.5,1,7,1762,81,9,15.6,0.63,9999,9999,194,894,36.2,39.5,2.941
12.5,1,7,1598,66,9,15.8,627,9999,9999,173,753,45.9,45.9,2322
12.5,1,8,1870,72,9,18.2,621,9999,9999,185,1124,16.7,41.1,2822
12.5,1,7,1731,85,9,15.2,9999,9999,9999,190,1.3,38.5,34.5,3162
12.5,1,7,1242,60,9,16.8,9999,9999,9999,173,1.2,30.8,30.8,3.5
12.5,1,7,1299,55,9,17.2,9999,9999,9999,170,0.874,21.8,32.4,3258
12.5,1,7,1299,63,9,14.1,9999,9999,9999,160,845,21.8,31.5,3346
12.5,1,7,1299,63,9,14.8,9999,9999,9999,160,845,21.8,31.5,3346
12.5,1,7,1299,63,9,15.6,9999,9999,9999,165,0.94,32.6,30.4,3.56
12.5,1,7,1498,63,9,16.4,9999,9999,9999,172,833,24.2,35.6,2965
12.5,1,7,1498,63,9,16.2,9999,9999,9999,172,833,24.2,35.6,2965
12.5,1,7,1998,98,9,13.6,9999,9999,9999,192,895,56,39.7,2.941
12.5,1,7,1998,98,9,13.6,9999,9999,9999,192,895,56,39.7,2.941
12.5,1,7,1793,81,9,14.1,9999,9999,9999,188,0.85,45.7,40.6,2.683
12.5,1,7,1299,55,9,18.1,9999,9999,9999,164,0.79,24,34.6,3.62
12.5,2,7,1799,90,9,14.9,0.68,5.3,8,190,0.942,31.9,36.7,3167
12.5,1,7,1595,74,9,16.8,632,9999,8.3,186,1.28,27.7,32.3,3595
12.5,1,8,1753,55,9,22.6,675,9999,9999,184,1.13,15.1,45.4,2399
12.5,1,8,1753,66,9,18.8,675,9999,9999,184,0.97,17.5,47.4,2298
12.5,2,7,2198,106,9,15.9,726,9999,9999,198,0.964,38.5,38.1,3.51
12.5,1,8,1995,74,9,18.3,645,9999,9999,183,0.918,17.4,46.4,2.55
12.5,1,7,1991,100,9,13.2,772,9999,9999,189,774,47.4,42.1,2676
12.5,1,8,2461,111,11,16.5,1094,9999,8.4,181,1.14,15,44.6,2721
12.5,6,7,1973,108,10,12.9,9999,9999,9999,170,741,46.5,36.4,3364
12.5,5,7,2494,106,10,13.4,9999,9999,9999,155,667,36.9,37.5,3359
12.5,1,7,2429,110,11,15.6,9999,9999,9999,180,0.781,35.7,43.9,2755
12.5,1,7,2429,110,11,16,9999,9999,9999,180,0.781,35.7,43.9,2755
12.6,1,8,1896,81,9,17.7,613,9999,8.7,194,1.21,17,45.8,2.527
12.6,1,7,1749,85,9,14.6,782,9999,9999,187,965,32.4,35.2,3221
12.6,1,7,1749,85,9,14.6,782,9999,9999,187,965,32.4,35.2,3221
12.6,1,7,1948,100,9,14.9,654,9999,9999,200,0.96,45.9,36.8,3156
12.6,1,7,1242,59,9,16.3,9999,9999,9999,165,742,38,44.5,2416
12.6,1,7,1242,59,9,16.3,9999,9999,9999,165,0.62,38,54.8,1.961
12.6,1,7,1242,59,9,16.5,9999,9999,9999,165,742,38,44.5,2416
12.6,1,7,1242,59,9,16.5,9999,9999,9999,165,0.62,38,54.8,1.961
12.6,2,7,1895,87,9,15.9,639,9999,8.6,196,0.954,36.2,37.4,3.18
12.6,1,7,1762,81,9,16.2,0.704,9999,9999,189,1.8,33.6,34.1,3.328
12.6,1,7,1998,108,9,14.4,738,9999,9999,202,948,28.9,40.2,2.851
12.6,1,7,1762,81,9,16.2,0.666,9999,9999,189,871,36.2,39.5,2.941
12.6,1,8,2188,83,9,17.8,696,9999,9999,185,941,18.5,45.7,2.5
12.6,1,7,2986,108,11,17.2,0.942,9999,9999,168,763,40.1,44.1,2.746
12.6,1,7,1581,76,11,17.1,0.739,9999,9999,170,0.969,29.5,30.5,3721
12.6,3,7,2972,130,10,13.3,9999,9999,9999,170,833,49.4,40.8,3491
12.7,1,7,1242,55,9,17.6,662,9999,9999,170,1.29,26.8,31.8,3228
12.7,1,7,1781,92,9,13.7,654,9999,9999,197,1,37.7,32.8,3.538
12.7,1,8,1870,72,9,17.9,9999,9999,9999,174,9999,9999,9999,9999
12.7,1,8,1870,72,9,17.9,9999,9999,9999,174,9999,9999,9999,9999
12.7,1,7,1242,55,9,16.6,662,9999,9999,170,1.21,27,32,3213
12.7,1,7,1597,66,9,17.3,0.64,9999,9999,177,878,23.2,36.6,2891
12.7,1,7,1781,92,9,14.6,667,9999,8.7,195,1.13,29.1,33.2,3498
12.7,1,7,2792,128,11,15.9,1081,9999,9999,187,938,25.5,33.2,3654
12.7,1,8,1997,80,11,21.1,915,9999,9999,175,1.4,13.6,43.5,2718
12.7,1,8,1997,80,11,21.1,915,9999,9999,175,1.4,13.6,43.5,2718
12.7,6,7,1590,77,10,16.3,9999,9999,9999,162,865,25.5,30.2,3969
12.7,1,7,1840,84,11,15.8,772,9999,9999,170,0.74,39.6,38.3,2847
12.8,1,7,1397,60,9,17,713,5.2,8.1,170,995,32.6,34.2,3.88
12.8,1,7,1595,74,9,15.3,639,9999,8.6,183,1.52,32.3,31.1,3737
12.8,1,7,1595,74,9,15.3,639,9999,8.6,183,1.52,32.3,31.1,3737
12.8,1,8,1905,66,9,17.3,657,9999,9999,178,1.9,17.5,40.8,2.669
12.8,1,8,1905,66,9,17.5,657,9999,9999,178,1.9,17.5,40.8,2.669
12.8,1,7,989,41,9,17.6,9999,9999,9999,140,838,25.8,32.1,3.29
12.8,1,7,989,41,9,17.6,9999,9999,9999,140,838,25.8,32.1,3.29
12.8,1,7,989,41,9,17.6,9999,9999,9999,140,838,25.8,32.1,3.29
12.8,1,7,989,41,9,17.6,9999,9999,9999,140,838,25.8,32.1,3.29
12.8,1,7,1392,55,9,19.3,9999,9999,9999,169,0.79,31.4,35.7,3.54
12.8,1,7,1769,84,9,15.6,9999,9999,9999,173,778,27.1,39.7,2.837
12.8,1,7,1498,59,9,17.9,9999,9999,9999,170,0.91,18.5,34.3,3.75
12.8,1,7,1498,59,9,17.9,9999,9999,9999,170,0.91,18.5,34.3,3.75
12.8,1,8,1896,81,9,18.3,635,9999,8.8,192,1.1,17,45.8,2.527
12.8,1,8,1896,81,9,16.6,0.678,9999,8.4,190,941,24.5,48.7,2386
12.8,1,8,1896,81,9,16.8,633,9999,8.4,190,0.94,24.6,48.7,2383
12.8,1,8,1896,66,9,17.7,706,9999,8.5,176,1.3,19.3,46.8,2.264
12.8,1,8,1997,80,9,18.6,711,9999,9999,186,1.6,15.2,46.2,2478
12.8,1,8,1997,80,9,18.3,721,9999,9999,185,0.984,14.8,47,2.5
12.8,1,8,1997,80,9,18.3,721,9999,9999,185,0.984,14.8,47,2.5
12.8,1,7,1998,84,9,15.9,696,9999,9999,182,1.18,53.2,30.4,3818
12.8,1,7,1731,85,9,15.5,9999,9999,9999,190,1.3,38.5,34.5,3162
12.8,1,7,1590,85,9,13.8,9999,9999,9999,186,937,44.9,31.5,3364
12.8,1,7,1299,56,9,16.3,866,9999,9999,155,0.93,30.7,30.3,3346
12.8,1,7,1781,110,11,15.4,831,9999,9999,189,1178,14.8,29.2,3.9
12.8,3,7,3947,136,10,9999,9999,9999,9999,170,687,39.9,52.1,2583
12.8,1,7,1997,102,11,13.2,9999,9999,9999,175,897,31,33.6,3352
12.8,1,7,1997,102,11,13.2,9999,9999,9999,175,893,32,33.8,3415
12.9,1,7,1397,60,9,17,713,5.2,8.1,170,0.91,29.8,37.3,2826
12.9,1,7,1397,60,9,17,713,5.2,8.1,170,0.91,29.8,37.3,2826
12.9,1,8,1896,66,9,19.3,633,9999,8.8,180,1147,16,41.9,2.774
12.9,1,8,1896,81,9,16.4,581,9999,8.9,194,1.99,22,42.5,2.7
12.9,1,7,1998,97,9,13.8,0.7,9999,9999,195,0.911,42.8,38.9,2.916
12.9,1,7,1361,55,9,15.3,619,9999,9999,175,892,25.6,35.7,2884
12.9,1,7,1361,55,9,15.6,619,9999,9999,166,799,51.4,37.8,2.724
12.9,1,8,2088,80,9,18.3,636,9999,9999,192,1.18,17.3,43.9,2647
12.9,1,7,1598,55,9,19.5,617,9999,9999,175,1.72,23.7,32.6,3233
12.9,1,7,1598,55,9,19.2,637,9999,9999,175,1.72,23.7,32.6,3233
12.9,1,7,1390,70,9,17.6,9999,9999,9999,173,9999,9999,9999,9999
12.9,3,7,1597,70,9,17,0.704,9999,9999,171,961,28.7,34.2,3218
12.9,1,7,1600,85,9,14.1,693,9999,9999,177,742,28.2,39.1,2.726
12.9,1,7,1984,85,9,15.4,0.678,9999,8.8,192,1.15,23.2,36.4,3.192
12.9,1,7,1984,85,9,15.5,0.678,9999,8.8,192,1.14,23.2,36.4,3.2
12.9,1,7,1840,74,9,17.1,772,9999,9999,180,838,32.2,39,2.97
12.9,1,7,1600,85,9,14.6,0.744,9999,9999,177,742,28.2,39.1,2.726
12.9,1,7,2351,110,11,13.1,0.916,9999,9999,180,856,33.5,38.2,3.97
12.9,1,8,1998,66,11,21.2,772,9999,9999,170,958,16.7,44.4,2455
13,1,8,1995,74,9,17.8,557,9999,9999,195,1.66,13.5,42.5,2.7
13,1,8,1995,74,9,18,557,9999,9999,195,1.66,13.5,42.5,2.7
13,1,8,1896,66,9,18.7,9999,9999,9999,180,993,17.2,45.3,2562
13,1,8,1896,66,9,18.9,654,9999,9999,181,0.999,17.2,45.3,2562
13,1,7,1985,96,9,13.5,9999,9999,9999,190,0.79,46.2,39.4,2.9
13,1,7,1985,96,9,13.5,9999,9999,9999,190,0.79,46.2,39.4,2.9
13,1,7,1985,96,9,13.5,9999,9999,9999,190,0.79,46.2,39.4,2.9
13,1,7,1587,77,9,16.4,9999,9999,9999,185,1.5,33.5,33.5,3.256
13,1,8,1870,66,9,19.8,9999,9999,9999,180,1.16,21.2,41.7,2614
13,1,7,1242,60,9,17.3,9999,9999,9999,170,1.2,30.8,30.8,3.5
13,1,7,1299,50,9,16.1,9999,9999,9999,165,0.82,26,33.5,3
13,2,8,2497,96,9,17.8,726,9999,9999,195,0.96,19.8,45.1,2622
13,1,8,1870,72,9,18.9,696,9999,9999,177,1.76,16.7,41.1,2822
13,1,7,1587,77,9,16.7,9999,9999,9999,185,1.5,33.5,33.5,3.256
13,1,8,1870,66,9,20.2,9999,9999,9999,180,1.16,21.2,41.7,2614
13,1,7,1498,55,9,17.5,9999,9999,9999,160,975,19.7,32.8,3157
13,1,7,2351,110,11,13.9,1004,9999,9999,180,0.796,36.1,41.1,2878
13.1,1,7,1781,92,9,15,613,9999,8.8,198,1.32,29,33.1,3498
13.1,1,7,1984,85,9,15.2,0.656,9999,9999,192,1.7,22.7,34.5,3364
13.1,1,7,1781,66,9,17.5,0.651,9999,8.6,175,0.936,20.9,34,3117
13.1,1,7,1762,66,9,16.2,657,9999,9999,182,0.979,22.3,37.2,2929
13.1,1,7,1762,66,9,16.4,637,9999,9999,182,0.979,22.3,37.2,2929
13.1,1,7,1597,66,9,16.7,9999,9999,9999,167,725,37.4,38.4,2838
13.1,1,7,1299,63,9,14.7,9999,9999,9999,165,768,38.2,35.8,2.981
13.1,2,7,1998,100,9,15.7,0.71,5.5,8.7,195,0.86,34.8,41.2,2872
13.1,1,8,1896,66,9,19.9,0.678,9999,9,180,1.65,17.2,45.1,2576
13.1,1,8,2446,95,9,17.3,763,9999,9999,192,982,17.1,45.4,2.64
13.1,1,7,1997,100,9,17.4,0.952,9999,9999,179,835,35.3,36.9,3.276
13.1,1,7,1998,85,11,19.4,884,9999,9999,177,945,17.6,34.1,3.49
13.1,1,7,1998,89,11,17,0.942,9999,9999,177,889,19.7,34.6,3352
13.1,1,7,1998,89,11,17,0.942,9999,9999,177,889,19.7,34.6,3352
13.1,1,7,1998,89,11,17,915,9999,9999,177,889,19.7,34.6,3352
13.1,5,7,3275,110,10,17.6,9999,9999,9999,172,938,24.2,38.2,3532
13.1,3,8,4164,150,10,16.3,9999,9999,9999,175,9999,9999,9999,3137
13.1,3,8,4164,150,10,16.3,9999,9999,9999,175,9999,9999,9999,3137
13.2,1,7,1361,55,9,14.8,564,9999,9999,180,0.95,27.6,36.2,2888
13.2,1,8,2188,83,9,19,654,9999,9999,192,1122,15.9,39.8,2917
13.2,1,7,1795,88,9,16.1,609,9999,9999,190,9999,9999,9999,9999
13.2,1,8,1951,85,9,17.6,609,9999,9999,190,9999,9999,9999,9999
13.2,1,8,1870,66,9,18.9,9999,9999,9999,180,1255,17.9,33.7,3228
