heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
11.66,4,17,24,3731,89.4,81.5,8,105,130,3.5,1500
13.12,4,17,24,3731,89.4,81.5,8,105,130,4.0,1500
14.57,4,17,24,3731,89.4,81.5,8,105,130,4.5,1500
16.05,4,17,24,3731,89.4,81.5,8,105,130,5.0,1500
17.54,4,17,24,3731,89.4,81.5,8,105,130,5.5,1500
19.03,4,17,24,3731,89.4,81.5,8,105,130,6.0,1500
20.54,4,17,24,3731,89.4,81.5,8,105,130,6.5,1500
22.05,4,17,24,3731,89.4,81.5,8,105,130,7.0,1500
23.57,4,17,24,3731,89.4,81.5,8,105,130,7.5,1500
25.12,4,17,24,3731,89.4,81.5,8,105,130,8.0,1500
26.66,4,17,24,3731,89.4,81.5,8,105,130,8.5,1500
28.22,4,17,24,3731,89.4,81.5,8,105,130,9.0,1500
29.78,4,17,24,3731,89.4,81.5,8,105,130,9.5,1500
31.36,4,17,24,3731,89.4,81.5,8,105,130,10.0,1500
32.94,4,17,24,3731,89.4,81.5,8,105,130,10.5,1500
34.54,4,17,24,3731,89.4,81.5,8,105,130,11.0,1500
36.16,4,17,24,3731,89.4,81.5,8,105,130,11.5,1500
37.77,4,17,24,3731,89.4,81.5,8,105,130,12.0,1500
39.4,4,17,24,3731,89.4,81.5,8,105,130,12.5,1500
41.04,4,17,24,3731,89.4,81.5,8,105,130,13.0,1500
42.69,4,17,24,3731,89.4,81.5,8,105,130,13.5,1500
44.36,4,17,24,3731,89.4,81.5,8,105,130,14.0,1500
46.03,4,17,24,3731,89.4,81.5,8,105,130,14.5,1500
47.69,4,17,24,3731,89.4,81.5,8,105,130,15.0,1500
49.4,4,17,24,3731,89.4,81.5,8,105,130,15.5,1500
51.1,4,17,24,3731,89.4,81.5,8,105,130,16.0,1500
52.81,4,17,24,3731,89.4,81.5,8,105,130,16.5,1500
54.53,4,17,24,3731,89.4,81.5,8,105,130,17.0,1500
56.27,4,17,24,3731,89.4,81.5,8,105,130,17.5,1500
58.01,4,17,24,3731,89.4,81.5,8,105,130,18.0,1500
4.26,4,17,24,3731,89.4,81.5,8,105,130,0.0,2000
5.72,4,17,24,3731,89.4,81.5,8,105,130,0.5,2000
7.17,4,17,24,3731,89.4,81.5,8,105,130,1.0,2000
8.66,4,17,24,3731,89.4,81.5,8,105,130,1.5,2000
10.15,4,17,24,3731,89.4,81.5,8,105,130,2.0,2000
11.68,4,17,24,3731,89.4,81.5,8,105,130,2.5,2000
13.21,4,17,24,3731,89.4,81.5,8,105,130,3.0,2000
14.75,4,17,24,3731,89.4,81.5,8,105,130,3.5,2000
16.31,4,17,24,3731,89.4,81.5,8,105,130,4.0,2000
17.89,4,17,24,3731,89.4,81.5,8,105,130,4.5,2000
19.49,4,17,24,3731,89.4,81.5,8,105,130,5.0,2000
21.1,4,17,24,3731,89.4,81.5,8,105,130,5.5,2000
22.72,4,17,24,3731,89.4,81.5,8,105,130,6.0,2000
24.37,4,17,24,3731,89.4,81.5,8,105,130,6.5,2000
26.02,4,17,24,3731,89.4,81.5,8,105,130,7.0,2000
27.69,4,17,24,3731,89.4,81.5,8,105,130,7.5,2000
29.39,4,17,24,3731,89.4,81.5,8,105,130,8.0,2000
31.1,4,17,24,3731,89.4,81.5,8,105,130,8.5,2000
32.82,4,17,24,3731,89.4,81.5,8,105,130,9.0,2000
34.54,4,17,24,3731,89.4,81.5,8,105,130,9.5,2000
36.3,4,17,24,3731,89.4,81.5,8,105,130,10.0,2000
38.07,4,17,24,3731,89.4,81.5,8,105,130,10.5,2000
39.85,4,17,24,3731,89.4,81.5,8,105,130,11.0,2000
41.66,4,17,24,3731,89.4,81.5,8,105,130,11.5,2000
43.47,4,17,24,3731,89.4,81.5,8,105,130,12.0,2000
45.3,4,17,24,3731,89.4,81.5,8,105,130,12.5,2000
47.14,4,17,24,3731,89.4,81.5,8,105,130,13.0,2000
49.01,4,17,24,3731,89.4,81.5,8,105,130,13.5,2000
50.89,4,17,24,3731,89.4,81.5,8,105,130,14.0,2000
52.79,4,17,24,3731,89.4,81.5,8,105,130,14.5,2000
54.71,4,17,24,3731,89.4,81.5,8,105,130,15.0,2000
56.62,4,17,24,3731,89.4,81.5,8,105,130,15.5,2000
58.57,4,17,24,3731,89.4,81.5,8,105,130,16.0,2000
60.53,4,17,24,3731,89.4,81.5,8,105,130,16.5,2000
62.52,4,17,24,3731,89.4,81.5,8,105,130,17.0,2000
64.5,4,17,24,3731,89.4,81.5,8,105,130,17.5,2000
66.51,4,17,24,3731,89.4,81.5,8,105,130,18.0,2000
8.29,4,17,24,3731,89.4,81.5,8,105,130,0.0,2500
9.82,4,17,24,3731,89.4,81.5,8,105,130,0.5,2500
11.38,4,17,24,3731,89.4,81.5,8,105,130,1.0,2500
12.96,4,17,24,3731,89.4,81.5,8,105,130,1.5,2500
14.55,4,17,24,3731,89.4,81.5,8,105,130,2.0,2500
16.19,4,17,24,3731,89.4,81.5,8,105,130,2.5,2500
17.84,4,17,24,3731,89.4,81.5,8,105,130,3.0,2500
19.51,4,17,24,3731,89.4,81.5,8,105,130,3.5,2500
21.19,4,17,24,3731,89.4,81.5,8,105,130,4.0,2500
22.92,4,17,24,3731,89.4,81.5,8,105,130,4.5,2500
24.65,4,17,24,3731,89.4,81.5,8,105,130,5.0,2500
26.41,4,17,24,3731,89.4,81.5,8,105,130,5.5,2500
28.2,4,17,24,3731,89.4,81.5,8,105,130,6.0,2500
30.02,4,17,24,3731,89.4,81.5,8,105,130,6.5,2500
31.84,4,17,24,3731,89.4,81.5,8,105,130,7.0,2500
33.69,4,17,24,3731,89.4,81.5,8,105,130,7.5,2500
35.57,4,17,24,3731,89.4,81.5,8,105,130,8.0,2500
37.47,4,17,24,3731,89.4,81.5,8,105,130,8.5,2500
39.39,4,17,24,3731,89.4,81.5,8,105,130,9.0,2500
41.34,4,17,24,3731,89.4,81.5,8,105,130,9.5,2500
43.31,4,17,24,3731,89.4,81.5,8,105,130,10.0,2500
45.3,4,17,24,3731,89.4,81.5,8,105,130,10.5,2500
47.32,4,17,24,3731,89.4,81.5,8,105,130,11.0,2500
49.34,4,17,24,3731,89.4,81.5,8,105,130,11.5,2500
51.4,4,17,24,3731,89.4,81.5,8,105,130,12.0,2500
53.5,4,17,24,3731,89.4,81.5,8,105,130,12.5,2500
55.59,4,17,24,3731,89.4,81.5,8,105,130,13.0,2500
57.72,4,17,24,3731,89.4,81.5,8,105,130,13.5,2500
59.89,4,17,24,3731,89.4,81.5,8,105,130,14.0,2500
62.05,4,17,24,3731,89.4,81.5,8,105,130,14.5,2500
64.25,4,17,24,3731,89.4,81.5,8,105,130,15.0,2500
66.47,4,17,24,3731,89.4,81.5,8,105,130,15.5,2500
68.73,4,17,24,3731,89.4,81.5,8,105,130,16.0,2500
70.98,4,17,24,3731,89.4,81.5,8,105,130,16.5,2500
73.27,4,17,24,3731,89.4,81.5,8,105,130,17.0,2500
75.6,4,17,24,3731,89.4,81.5,8,105,130,17.5,2500
77.92,4,17,24,3731,89.4,81.5,8,105,130,18.0,2500
13.88,4,17,24,3731,89.4,81.5,8,105,130,0.0,3000
15.5,4,17,24,3731,89.4,81.5,8,105,130,0.5,3000
17.16,4,17,24,3731,89.4,81.5,8,105,130,1.0,3000
18.85,4,17,24,3731,89.4,81.5,8,105,130,1.5,3000
20.57,4,17,24,3731,89.4,81.5,8,105,130,2.0,3000
22.31,4,17,24,3731,89.4,81.5,8,105,130,2.5,3000
24.1,4,17,24,3731,89.4,81.5,8,105,130,3.0,3000
25.91,4,17,24,3731,89.4,81.5,8,105,130,3.5,3000
27.76,4,17,24,3731,89.4,81.5,8,105,130,4.0,3000
29.64,4,17,24,3731,89.4,81.5,8,105,130,4.5,3000
31.54,4,17,24,3731,89.4,81.5,8,105,130,5.0,3000
33.49,4,17,24,3731,89.4,81.5,8,105,130,5.5,3000
35.46,4,17,24,3731,89.4,81.5,8,105,130,6.0,3000
37.47,4,17,24,3731,89.4,81.5,8,105,130,6.5,3000
39.49,4,17,24,3731,89.4,81.5,8,105,130,7.0,3000
41.57,4,17,24,3731,89.4,81.5,8,105,130,7.5,3000
43.66,4,17,24,3731,89.4,81.5,8,105,130,8.0,3000
45.79,4,17,24,3731,89.4,81.5,8,105,130,8.5,3000
47.96,4,17,24,3731,89.4,81.5,8,105,130,9.0,3000
50.16,4,17,24,3731,89.4,81.5,8,105,130,9.5,3000
52.38,4,17,24,3731,89.4,81.5,8,105,130,10.0,3000
54.63,4,17,24,3731,89.4,81.5,8,105,130,10.5,3000
56.92,4,17,24,3731,89.4,81.5,8,105,130,11.0,3000
59.25,4,17,24,3731,89.4,81.5,8,105,130,11.5,3000
61.59,4,17,24,3731,89.4,81.5,8,105,130,12.0,3000
63.97,4,17,24,3731,89.4,81.5,8,105,130,12.5,3000
66.38,4,17,24,3731,89.4,81.5,8,105,130,13.0,3000
68.83,4,17,24,3731,89.4,81.5,8,105,130,13.5,3000
71.32,4,17,24,3731,89.4,81.5,8,105,130,14.0,3000
73.82,4,17,24,3731,89.4,81.5,8,105,130,14.5,3000
76.36,4,17,24,3731,89.4,81.5,8,105,130,15.0,3000
78.93,4,17,24,3731,89.4,81.5,8,105,130,15.5,3000
81.54,4,17,24,3731,89.4,81.5,8,105,130,16.0,3000
84.17,4,17,24,3731,89.4,81.5,8,105,130,16.5,3000
86.83,4,17,24,3731,89.4,81.5,8,105,130,17.0,3000
89.53,4,17,24,3731,89.4,81.5,8,105,130,17.5,3000
92.26,4,17,24,3731,89.4,81.5,8,105,130,18.0,3000
21.02,4,17,24,3731,89.4,81.5,8,105,130,0.0,3500
22.76,4,17,24,3731,89.4,81.5,8,105,130,0.5,3500
24.51,4,17,24,3731,89.4,81.5,8,105,130,1.0,3500
26.34,4,17,24,3731,89.4,81.5,8,105,130,1.5,3500
28.19,4,17,24,3731,89.4,81.5,8,105,130,2.0,3500
30.09,4,17,24,3731,89.4,81.5,8,105,130,2.5,3500
32.02,4,17,24,3731,89.4,81.5,8,105,130,3.0,3500
33.99,4,17,24,3731,89.4,81.5,8,105,130,3.5,3500
36.01,4,17,24,3731,89.4,81.5,8,105,130,4.0,3500
38.07,4,17,24,3731,89.4,81.5,8,105,130,4.5,3500
40.19,4,17,24,3731,89.4,81.5,8,105,130,5.0,3500
42.32,4,17,24,3731,89.4,81.5,8,105,130,5.5,3500
44.52,4,17,24,3731,89.4,81.5,8,105,130,6.0,3500
46.74,4,17,24,3731,89.4,81.5,8,105,130,6.5,3500
49.01,4,17,24,3731,89.4,81.5,8,105,130,7.0,3500
51.32,4,17,24,3731,89.4,81.5,8,105,130,7.5,3500
53.68,4,17,24,3731,89.4,81.5,8,105,130,8.0,3500
56.07,4,17,24,3731,89.4,81.5,8,105,130,8.5,3500
58.5,4,17,24,3731,89.4,81.5,8,105,130,9.0,3500
60.99,4,17,24,3731,89.4,81.5,8,105,130,9.5,3500
63.51,4,17,24,3731,89.4,81.5,8,105,130,10.0,3500
66.07,4,17,24,3731,89.4,81.5,8,105,130,10.5,3500
68.67,4,17,24,3731,89.4,81.5,8,105,130,11.0,3500
71.32,4,17,24,3731,89.4,81.5,8,105,130,11.5,3500
74.02,4,17,24,3731,89.4,81.5,8,105,130,12.0,3500
76.75,4,17,24,3731,89.4,81.5,8,105,130,12.5,3500
79.52,4,17,24,3731,89.4,81.5,8,105,130,13.0,3500
82.32,4,17,24,3731,89.4,81.5,8,105,130,13.5,3500
85.18,4,17,24,3731,89.4,81.5,8,105,130,14.0,3500
88.08,4,17,24,3731,89.4,81.5,8,105,130,14.5,3500
91.02,4,17,24,3731,89.4,81.5,8,105,130,15.0,3500
94.0,4,17,24,3731,89.4,81.5,8,105,130,15.5,3500
97.02,4,17,24,3731,89.4,81.5,8,105,130,16.0,3500
100.09,4,17,24,3731,89.4,81.5,8,105,130,16.5,3500
103.2,4,17,24,3731,89.4,81.5,8,105,130,17.0,3500
106.34,4,17,24,3731,89.4,81.5,8,105,130,17.5,3500
109.54,4,17,24,3731,89.4,81.5,8,105,130,18.0,3500
29.36,4,17,24,3731,89.4,81.5,8,105,130,0.0,4000
31.22,4,17,24,3731,89.4,81.5,8,105,130,0.5,4000
33.16,4,17,24,3731,89.4,81.5,8,105,130,1.0,4000
35.16,4,17,24,3731,89.4,81.5,8,105,130,1.5,4000
37.22,4,17,24,3731,89.4,81.5,8,105,130,2.0,4000
39.35,4,17,24,3731,89.4,81.5,8,105,130,2.5,4000
41.55,4,17,24,3731,89.4,81.5,8,105,130,3.0,4000
43.82,4,17,24,3731,89.4,81.5,8,105,130,3.5,4000
45.95,4,17,24,3731,89.4,81.5,8,105,130,4.0,4000
48.23,4,17,24,3731,89.4,81.5,8,105,130,4.5,4000
50.53,4,17,24,3731,89.4,81.5,8,105,130,5.0,4000
52.91,4,17,24,3731,89.4,81.5,8,105,130,5.5,4000
55.34,4,17,24,3731,89.4,81.5,8,105,130,6.0,4000
57.83,4,17,24,3731,89.4,81.5,8,105,130,6.5,4000
60.37,4,17,24,3731,89.4,81.5,8,105,130,7.0,4000
62.96,4,17,24,3731,89.4,81.5,8,105,130,7.5,4000
65.6,4,17,24,3731,89.4,81.5,8,105,130,8.0,4000
68.3,4,17,24,3731,89.4,81.5,8,105,130,8.5,4000
71.05,4,17,24,3731,89.4,81.5,8,105,130,9.0,4000
73.86,4,17,24,3731,89.4,81.5,8,105,130,9.5,4000
76.72,4,17,24,3731,89.4,81.5,8,105,130,10.0,4000
79.63,4,17,24,3731,89.4,81.5,8,105,130,10.5,4000
82.59,4,17,24,3731,89.4,81.5,8,105,130,11.0,4000
85.61,4,17,24,3731,89.4,81.5,8,105,130,11.5,4000
88.68,4,17,24,3731,89.4,81.5,8,105,130,12.0,4000
91.8,4,17,24,3731,89.4,81.5,8,105,130,12.5,4000
94.98,4,17,24,3731,89.4,81.5,8,105,130,13.0,4000
98.21,4,17,24,3731,89.4,81.5,8,105,130,13.5,4000
101.49,4,17,24,3731,89.4,81.5,8,105,130,14.0,4000
104.83,4,17,24,3731,89.4,81.5,8,105,130,14.5,4000
108.24,4,17,24,3731,89.4,81.5,8,105,130,15.0,4000
111.68,4,17,24,3731,89.4,81.5,8,105,130,15.5,4000
115.18,4,17,24,3731,89.4,81.5,8,105,130,16.0,4000
118.73,4,17,24,3731,89.4,81.5,8,105,130,16.5,4000
122.33,4,17,24,3731,89.4,81.5,8,105,130,17.0,4000
126.01,4,17,24,3731,89.4,81.5,8,105,130,17.5,4000
129.72,4,17,24,3731,89.4,81.5,8,105,130,18.0,4000
39.51,4,17,24,3731,89.4,81.5,8,105,130,0.0,4500
41.52,4,17,24,3731,89.4,81.5,8,105,130,0.5,4500
43.61,4,17,24,3731,89.4,81.5,8,105,130,1.0,4500
45.78,4,17,24,3731,89.4,81.5,8,105,130,1.5,4500
48.03,4,17,24,3731,89.4,81.5,8,105,130,2.0,4500
50.37,4,17,24,3731,89.4,81.5,8,105,130,2.5,4500
52.79,4,17,24,3731,89.4,81.5,8,105,130,3.0,4500
55.31,4,17,24,3731,89.4,81.5,8,105,130,3.5,4500
57.58,4,17,24,3731,89.4,81.5,8,105,130,4.0,4500
60.07,4,17,24,3731,89.4,81.5,8,105,130,4.5,4500
62.64,4,17,24,3731,89.4,81.5,8,105,130,5.0,4500
65.27,4,17,24,3731,89.4,81.5,8,105,130,5.5,4500
67.96,4,17,24,3731,89.4,81.5,8,105,130,6.0,4500
70.73,4,17,24,3731,89.4,81.5,8,105,130,6.5,4500
73.57,4,17,24,3731,89.4,81.5,8,105,130,7.0,4500
76.47,4,17,24,3731,89.4,81.5,8,105,130,7.5,4500
79.43,4,17,24,3731,89.4,81.5,8,105,130,8.0,4500
82.47,4,17,24,3731,89.4,81.5,8,105,130,8.5,4500
85.57,4,17,24,3731,89.4,81.5,8,105,130,9.0,4500
88.73,4,17,24,3731,89.4,81.5,8,105,130,9.5,4500
91.96,4,17,24,3731,89.4,81.5,8,105,130,10.0,4500
95.26,4,17,24,3731,89.4,81.5,8,105,130,10.5,4500
98.64,4,17,24,3731,89.4,81.5,8,105,130,11.0,4500
102.08,4,17,24,3731,89.4,81.5,8,105,130,11.5,4500
105.58,4,17,24,3731,89.4,81.5,8,105,130,12.0,4500
109.14,4,17,24,3731,89.4,81.5,8,105,130,12.5,4500
112.78,4,17,24,3731,89.4,81.5,8,105,130,13.0,4500
116.49,4,17,24,3731,89.4,81.5,8,105,130,13.5,4500
120.26,4,17,24,3731,89.4,81.5,8,105,130,14.0,4500
124.09,4,17,24,3731,89.4,81.5,8,105,130,14.5,4500
128.0,4,17,24,3731,89.4,81.5,8,105,130,15.0,4500
131.97,4,17,24,3731,89.4,81.5,8,105,130,15.5,4500
136.0,4,17,24,3731,89.4,81.5,8,105,130,16.0,4500
140.1,4,17,24,3731,89.4,81.5,8,105,130,16.5,4500
144.27,4,17,24,3731,89.4,81.5,8,105,130,17.0,4500
148.51,4,17,24,3731,89.4,81.5,8,105,130,17.5,4500
152.83,4,17,24,3731,89.4,81.5,8,105,130,18.0,4500
51.21,4,17,24,3731,89.4,81.5,8,105,130,0.0,5000
53.37,4,17,24,3731,89.4,81.5,8,105,130,0.5,5000
55.63,4,17,24,3731,89.4,81.5,8,105,130,1.0,5000
57.99,4,17,24,3731,89.4,81.5,8,105,130,1.5,5000
60.46,4,17,24,3731,89.4,81.5,8,105,130,2.0,5000
63.03,4,17,24,3731,89.4,81.5,8,105,130,2.5,5000
65.69,4,17,24,3731,89.4,81.5,8,105,130,3.0,5000
68.46,4,17,24,3731,89.4,81.5,8,105,130,3.5,5000
70.89,4,17,24,3731,89.4,81.5,8,105,130,4.0,5000
73.64,4,17,24,3731,89.4,81.5,8,105,130,4.5,5000
76.47,4,17,24,3731,89.4,81.5,8,105,130,5.0,5000
79.38,4,17,24,3731,89.4,81.5,8,105,130,5.5,5000
82.38,4,17,24,3731,89.4,81.5,8,105,130,6.0,5000
85.45,4,17,24,3731,89.4,81.5,8,105,130,6.5,5000
88.61,4,17,24,3731,89.4,81.5,8,105,130,7.0,5000
91.86,4,17,24,3731,89.4,81.5,8,105,130,7.5,5000
95.18,4,17,24,3731,89.4,81.5,8,105,130,8.0,5000
98.58,4,17,24,3731,89.4,81.5,8,105,130,8.5,5000
102.08,4,17,24,3731,89.4,81.5,8,105,130,9.0,5000
105.65,4,17,24,3731,89.4,81.5,8,105,130,9.5,5000
109.29,4,17,24,3731,89.4,81.5,8,105,130,10.0,5000
113.03,4,17,24,3731,89.4,81.5,8,105,130,10.5,5000
116.85,4,17,24,3731,89.4,81.5,8,105,130,11.0,5000
120.74,4,17,24,3731,89.4,81.5,8,105,130,11.5,5000
124.71,4,17,24,3731,89.4,81.5,8,105,130,12.0,5000
128.78,4,17,24,3731,89.4,81.5,8,105,130,12.5,5000
132.93,4,17,24,3731,89.4,81.5,8,105,130,13.0,5000
137.15,4,17,24,3731,89.4,81.5,8,105,130,13.5,5000
141.45,4,17,24,3731,89.4,81.5,8,105,130,14.0,5000
145.83,4,17,24,3731,89.4,81.5,8,105,130,14.5,5000
150.31,4,17,24,3731,89.4,81.5,8,105,130,15.0,5000
154.87,4,17,24,3731,89.4,81.5,8,105,130,15.5,5000
159.5,4,17,24,3731,89.4,81.5,8,105,130,16.0,5000
164.21,4,17,24,3731,89.4,81.5,8,105,130,16.5,5000
169.02,4,17,24,3731,89.4,81.5,8,105,130,17.0,5000
173.9,4,17,24,3731,89.4,81.5,8,105,130,17.5,5000
178.85,4,17,24,3731,89.4,81.5,8,105,130,18.0,5000
3.95,4,18,24,4664,89.4,81.5,10,105,130,0.0,100
5.52,4,18,24,4664,89.4,81.5,10,105,130,0.5,100
7.1,4,18,24,4664,89.4,81.5,10,105,130,1.0,100
8.69,4,18,24,4664,89.4,81.5,10,105,130,1.5,100
10.27,4,18,24,4664,89.4,81.5,10,105,130,2.0,100
11.84,4,18,24,4664,89.4,81.5,10,105,130,2.5,100
13.42,4,18,24,4664,89.4,81.5,10,105,130,3.0,100
14.99,4,18,24,4664,89.4,81.5,10,105,130,3.5,100
16.55,4,18,24,4664,89.4,81.5,10,105,130,4.0,100
18.12,4,18,24,4664,89.4,81.5,10,105,130,4.5,100
19.7,4,18,24,4664,89.4,81.5,10,105,130,5.0,100
21.25,4,18,24,4664,89.4,81.5,10,105,130,5.5,100
22.82,4,18,24,4664,89.4,81.5,10,105,130,6.0,100
24.38,4,18,24,4664,89.4,81.5,10,105,130,6.5,100
25.93,4,18,24,4664,89.4,81.5,10,105,130,7.0,100
27.48,4,18,24,4664,89.4,81.5,10,105,130,7.5,100
29.03,4,18,24,4664,89.4,81.5,10,105,130,8.0,100
30.59,4,18,24,4664,89.4,81.5,10,105,130,8.5,100
32.14,4,18,24,4664,89.4,81.5,10,105,130,9.0,100
33.69,4,18,24,4664,89.4,81.5,10,105,130,9.5,100
35.24,4,18,24,4664,89.4,81.5,10,105,130,10.0,100
36.77,4,18,24,4664,89.4,81.5,10,105,130,10.5,100
38.33,4,18,24,4664,89.4,81.5,10,105,130,11.0,100
39.86,4,18,24,4664,89.4,81.5,10,105,130,11.5,100
41.39,4,18,24,4664,89.4,81.5,10,105,130,12.0,100
42.94,4,18,24,4664,89.4,81.5,10,105,130,12.5,100
44.47,4,18,24,4664,89.4,81.5,10,105,130,13.0,100
46.0,4,18,24,4664,89.4,81.5,10,105,130,13.5,100
47.53,4,18,24,4664,89.4,81.5,10,105,130,14.0,100
49.06,4,18,24,4664,89.4,81.5,10,105,130,14.5,100
50.59,4,18,24,4664,89.4,81.5,10,105,130,15.0,100
52.1,4,18,24,4664,89.4,81.5,10,105,130,15.5,100
53.63,4,18,24,4664,89.4,81.5,10,105,130,16.0,100
55.14,4,18,24,4664,89.4,81.5,10,105,130,16.5,100
56.67,4,18,24,4664,89.4,81.5,10,105,130,17.0,100
58.18,4,18,24,4664,89.4,81.5,10,105,130,17.5,100
59.71,4,18,24,4664,89.4,81.5,10,105,130,18.0,100
1.09,4,18,24,4664,89.4,81.5,10,105,130,0.0,1000
2.75,4,18,24,4664,89.4,81.5,10,105,130,0.5,1000
4.41,4,18,24,4664,89.4,81.5,10,105,130,1.0,1000
6.08,4,18,24,4664,89.4,81.5,10,105,130,1.5,1000
7.76,4,18,24,4664,89.4,81.5,10,105,130,2.0,1000
9.43,4,18,24,4664,89.4,81.5,10,105,130,2.5,1000
11.13,4,18,24,4664,89.4,81.5,10,105,130,3.0,1000
12.82,4,18,24,4664,89.4,81.5,10,105,130,3.5,1000
14.53,4,18,24,4664,89.4,81.5,10,105,130,4.0,1000
16.24,4,18,24,4664,89.4,81.5,10,105,130,4.5,1000
17.94,4,18,24,4664,89.4,81.5,10,105,130,5.0,1000
19.67,4,18,24,4664,89.4,81.5,10,105,130,5.5,1000
21.4,4,18,24,4664,89.4,81.5,10,105,130,6.0,1000
23.13,4,18,24,4664,89.4,81.5,10,105,130,6.5,1000
24.89,4,18,24,4664,89.4,81.5,10,105,130,7.0,1000
26.64,4,18,24,4664,89.4,81.5,10,105,130,7.5,1000
28.39,4,18,24,4664,89.4,81.5,10,105,130,8.0,1000
30.16,4,18,24,4664,89.4,81.5,10,105,130,8.5,1000
31.92,4,18,24,4664,89.4,81.5,10,105,130,9.0,1000
33.71,4,18,24,4664,89.4,81.5,10,105,130,9.5,1000
35.49,4,18,24,4664,89.4,81.5,10,105,130,10.0,1000
37.28,4,18,24,4664,89.4,81.5,10,105,130,10.5,1000
39.08,4,18,24,4664,89.4,81.5,10,105,130,11.0,1000
40.88,4,18,24,4664,89.4,81.5,10,105,130,11.5,1000
42.7,4,18,24,4664,89.4,81.5,10,105,130,12.0,1000
44.52,4,18,24,4664,89.4,81.5,10,105,130,12.5,1000
46.33,4,18,24,4664,89.4,81.5,10,105,130,13.0,1000
48.15,4,18,24,4664,89.4,81.5,10,105,130,13.5,1000
49.99,4,18,24,4664,89.4,81.5,10,105,130,14.0,1000
51.83,4,18,24,4664,89.4,81.5,10,105,130,14.5,1000
53.7,4,18,24,4664,89.4,81.5,10,105,130,15.0,1000
55.54,4,18,24,4664,89.4,81.5,10,105,130,15.5,1000
57.4,4,18,24,4664,89.4,81.5,10,105,130,16.0,1000
59.29,4,18,24,4664,89.4,81.5,10,105,130,16.5,1000
61.15,4,18,24,4664,89.4,81.5,10,105,130,17.0,1000
63.04,4,18,24,4664,89.4,81.5,10,105,130,17.5,1000
64.94,4,18,24,4664,89.4,81.5,10,105,130,18.0,1000
2.24,4,18,24,4664,89.4,81.5,10,105,130,0.0,1500
3.97,4,18,24,4664,89.4,81.5,10,105,130,0.5,1500
5.7,4,18,24,4664,89.4,81.5,10,105,130,1.0,1500
7.45,4,18,24,4664,89.4,81.5,10,105,130,1.5,1500
9.2,4,18,24,4664,89.4,81.5,10,105,130,2.0,1500
10.98,4,18,24,4664,89.4,81.5,10,105,130,2.5,1500
12.78,4,18,24,4664,89.4,81.5,10,105,130,3.0,1500
14.57,4,18,24,4664,89.4,81.5,10,105,130,3.5,1500
16.39,4,18,24,4664,89.4,81.5,10,105,130,4.0,1500
18.21,4,18,24,4664,89.4,81.5,10,105,130,4.5,1500
20.05,4,18,24,4664,89.4,81.5,10,105,130,5.0,1500
21.91,4,18,24,4664,89.4,81.5,10,105,130,5.5,1500
23.78,4,18,24,4664,89.4,81.5,10,105,130,6.0,1500
25.66,4,18,24,4664,89.4,81.5,10,105,130,6.5,1500
27.55,4,18,24,4664,89.4,81.5,10,105,130,7.0,1500
29.46,4,18,24,4664,89.4,81.5,10,105,130,7.5,1500
31.38,4,18,24,4664,89.4,81.5,10,105,130,8.0,1500
33.31,4,18,24,4664,89.4,81.5,10,105,130,8.5,1500
35.27,4,18,24,4664,89.4,81.5,10,105,130,9.0,1500
37.22,4,18,24,4664,89.4,81.5,10,105,130,9.5,1500
39.19,4,18,24,4664,89.4,81.5,10,105,130,10.0,1500
41.17,4,18,24,4664,89.4,81.5,10,105,130,10.5,1500
43.16,4,18,24,4664,89.4,81.5,10,105,130,11.0,1500
45.18,4,18,24,4664,89.4,81.5,10,105,130,11.5,1500
47.2,4,18,24,4664,89.4,81.5,10,105,130,12.0,1500
49.24,4,18,24,4664,89.4,81.5,10,105,130,12.5,1500
51.28,4,18,24,4664,89.4,81.5,10,105,130,13.0,1500
53.34,4,18,24,4664,89.4,81.5,10,105,130,13.5,1500
55.43,4,18,24,4664,89.4,81.5,10,105,130,14.0,1500
57.51,4,18,24,4664,89.4,81.5,10,105,130,14.5,1500
59.6,4,18,24,4664,89.4,81.5,10,105,130,15.0,1500
61.73,4,18,24,4664,89.4,81.5,10,105,130,15.5,1500
63.86,4,18,24,4664,89.4,81.5,10,105,130,16.0,1500
65.99,4,18,24,4664,89.4,81.5,10,105,130,16.5,1500
68.14,4,18,24,4664,89.4,81.5,10,105,130,17.0,1500
70.31,4,18,24,4664,89.4,81.5,10,105,130,17.5,1500
72.48,4,18,24,4664,89.4,81.5,10,105,130,18.0,1500
5.32,4,18,24,4664,89.4,81.5,10,105,130,0.0,2000
7.14,4,18,24,4664,89.4,81.5,10,105,130,0.5,2000
8.96,4,18,24,4664,89.4,81.5,10,105,130,1.0,2000
10.82,4,18,24,4664,89.4,81.5,10,105,130,1.5,2000
12.69,4,18,24,4664,89.4,81.5,10,105,130,2.0,2000
14.59,4,18,24,4664,89.4,81.5,10,105,130,2.5,2000
16.5,4,18,24,4664,89.4,81.5,10,105,130,3.0,2000
18.43,4,18,24,4664,89.4,81.5,10,105,130,3.5,2000
20.38,4,18,24,4664,89.4,81.5,10,105,130,4.0,2000
22.36,4,18,24,4664,89.4,81.5,10,105,130,4.5,2000
