Rings,Sex,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight
6,2,0.3,0.23,85,117,0.05,0.0175,0.0415
6,2,305,225,0.09,0.1465,63,34,0.0415
5,2,335,255,0.08,168,79,0.0355,0.05
5,2,0.35,0.26,75,0.18,0.09,0.0245,55
6,2,355,0.27,75,0.1775,79,0.0315,54
7,2,355,0.26,0.09,0.1985,0.0715,0.0495,58
8,2,0.36,0.27,95,0.2,73,56,61
7,2,0.36,275,75,0.2205,0.0985,44,66
7,2,0.36,265,75,0.1845,83,0.0365,55
7,2,365,0.27,85,0.2225,0.0935,0.0525,66
6,2,0.37,0.27,95,0.2175,97,46,65
7,2,375,0.28,0.08,0.2165,0.0935,0.0925,0.07
7,2,0.38,285,95,243,0.0895,0.0665,75
6,2,0.38,0.29,0.1,237,108,0.0395,82
8,2,385,0.29,0.09,0.2365,0.1,0.0505,76
7,2,385,0.28,95,257,119,59,0.07
8,2,385,0.3,0.09,308,0.1525,56,0.0835
7,2,0.39,0.3,0.09,252,0.1065,53,0.08
7,2,0.39,285,0.1,281,0.1275,62,77
7,2,0.39,0.29,0.1,0.2225,95,0.0465,73
8,2,0.41,0.3,0.09,304,129,71,0.0955
8,2,0.41,0.3,0.09,0.28,141,0.0575,75
7,2,415,325,0.1,313,139,0.0625,0.0965
8,2,425,325,0.11,317,135,48,0.09
7,2,425,315,0.08,303,131,0.0585,95
7,2,435,335,0.1,0.3295,129,0.07,0.11
6,2,435,325,0.11,367,0.1595,0.08,105
8,2,0.45,0.34,95,0.3245,0.1385,64,105
7,2,0.45,335,0.11,0.4195,181,85,0.1345
10,2,455,0.36,115,457,0.2085,0.0855,147
7,2,0.46,0.35,0.11,0.4,176,83,0.1205
7,2,0.46,355,0.11,0.4255,0.2015,81,0.13
9,2,465,0.37,0.12,0.4365,188,0.0815,147
8,2,465,345,0.11,393,0.1825,0.0735,0.12
8,2,0.47,355,125,499,0.21,0.0985,155
8,2,475,0.36,145,0.6325,0.2825,137,0.19
7,0,475,0.36,0.1,0.4285,0.1965,99,112
8,2,475,0.36,125,0.4905,205,0.1305,125
9,2,0.48,0.37,125,474,179,0.1035,175
8,2,0.48,0.37,0.12,536,251,114,0.15
8,0,0.48,355,0.16,464,221,106,239
7,2,485,375,0.13,0.6025,0.2935,0.1285,0.16
8,2,0.49,375,115,0.4615,204,0.0945,143
8,2,0.49,0.4,135,624,0.3035,0.1285,169
8,2,495,0.37,125,0.4715,0.2075,91,0.15
8,2,495,0.4,105,602,0.2505,0.1265,0.19
8,2,0.5,0.4,0.12,616,261,143,0.1935
8,2,0.5,0.39,0.12,0.5955,0.2455,147,173
9,2,0.5,375,0.14,559,0.2375,135,169
7,2,0.51,395,0.13,0.6025,281,143,162
6,1,515,375,0.11,0.6065,0.3005,131,0.15
9,2,515,0.36,125,0.4725,0.1815,125,138
10,2,515,0.35,105,0.4745,213,123,0.1275
8,2,515,395,125,0.6635,0.32,0.14,0.17
8,2,515,0.39,125,0.5705,238,0.1265,185
9,2,0.52,0.41,145,646,0.2965,0.1595,165
7,2,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895
8,0,525,415,145,845,0.3525,0.1635,0.2875
9,2,525,0.39,0.12,664,0.3115,147,178
8,2,525,0.38,135,615,261,159,175
7,2,525,0.4,0.14,654,305,0.16,169
9,0,525,0.4,155,707,282,0.1605,225
7,2,0.53,0.42,0.12,0.5965,0.2555,141,177
10,2,0.53,0.43,135,0.6255,245,0.1455,0.2135
9,2,0.53,0.4,145,555,0.1935,0.1305,195
11,2,0.53,0.42,0.13,0.8365,0.3745,167,249
7,2,535,0.4,0.13,657,0.2835,162,175
9,2,0.54,0.43,0.17,836,0.3725,0.1815,0.24
9,2,0.54,425,0.14,742,0.32,0.1395,0.25
9,2,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295
10,0,0.54,455,0.14,972,419,255,269
9,2,0.54,0.42,0.14,0.6275,0.2505,0.1175,235
10,2,0.54,425,0.13,0.7205,0.2955,169,225
8,2,0.54,425,135,686,0.3475,0.1545,213
9,2,545,0.4,0.13,686,0.3285,0.1455,0.18
8,2,545,375,0.12,543,0.2375,0.1155,0.1725
8,2,545,0.42,125,717,358,112,0.22
10,0,0.55,435,0.14,0.7625,327,0.1685,259
9,2,0.55,425,0.15,639,269,0.1345,217
12,2,0.55,0.42,135,816,0.3995,0.1485,0.23
8,2,0.55,415,145,0.7815,373,0.16,0.2215
8,2,0.55,425,0.15,0.7665,339,176,0.21
9,2,555,395,0.13,0.5585,222,0.1245,0.17
8,2,555,435,0.14,765,0.3945,0.15,206
11,2,555,0.46,145,0.9005,0.3845,158,0.2765
10,2,0.56,445,0.15,0.8225,0.3685,187,236
8,2,0.56,0.44,0.13,0.7235,349,149,0.2
10,0,0.56,425,135,849,0.3265,221,0.2645
9,2,565,0.42,155,743,0.31,186,231
9,1,565,0.44,0.15,863,435,149,0.27
9,0,565,0.44,125,802,0.3595,0.1825,215
10,0,565,0.43,0.15,831,0.4245,0.1735,219
8,1,0.57,0.45,135,0.7805,0.3345,185,0.21
9,0,0.57,0.45,0.14,795,0.3385,148,245
9,2,0.57,435,0.17,848,0.4,166,0.25
10,2,0.57,0.43,145,833,354,144,0.2815
9,2,0.57,445,155,867,0.3705,0.1705,0.28
12,2,0.57,445,145,0.7405,306,172,0.1825
8,0,575,455,165,867,0.3765,0.1805,268
10,2,575,425,135,0.7965,364,196,239
10,1,575,0.47,155,1116,509,238,0.34
9,2,575,0.45,125,0.78,0.3275,188,235
10,0,575,0.47,185,985,0.3745,0.2175,355
8,1,575,465,195,0.9965,417,247,0.47
9,2,575,445,0.17,0.8015,0.3475,0.1465,0.25
10,2,575,0.45,135,807,0.3615,176,254
8,1,575,435,0.15,1.0305,0.4605,218,0.36
9,0,575,445,0.16,839,0.4005,198,239
13,0,575,0.44,0.16,0.9615,483,166,275
8,1,0.58,435,0.15,834,428,0.1515,0.23
10,0,0.58,0.46,155,1.0335,469,0.2225,295
10,0,0.58,0.43,0.13,798,365,173,0.2285
9,2,0.58,445,125,0.7095,303,0.1405,235
10,1,585,445,0.14,913,0.4305,0.2205,253
10,0,0.59,0.49,165,1207,559,235,309
10,2,0.59,0.45,145,1022,428,268,265
11,2,0.59,0.46,145,0.9015,419,0.1785,0.26
8,1,595,435,0.15,0.9,0.4175,0.17,265
10,0,595,0.45,0.14,838,0.3965,194,217
10,0,595,0.45,145,959,463,0.2065,0.2535
8,2,595,0.46,0.15,0.8335,377,0.1925,235
8,1,0.6,0.46,155,0.9735,427,0.2045,0.3
9,1,0.6,475,0.15,1.13,575,196,305
9,0,0.6,0.48,165,0.9165,0.4135,0.1965,0.2725
8,2,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29
10,1,0.6,0.48,0.18,1.0645,0.4495,0.2455,325
9,0,0.6,0.47,165,1059,504,241,275
10,0,0.6,0.47,0.16,1194,0.5625,0.3045,0.2635
9,1,605,455,145,0.9775,468,0.1775,275
8,0,605,475,145,884,0.3835,0.1905,0.27
9,2,605,0.47,145,0.8025,379,0.2265,0.22
8,1,605,0.48,0.14,991,0.4735,0.2345,0.24
9,1,605,0.47,155,974,393,224,0.3345
11,1,605,505,0.18,1434,0.7285,264,431
10,0,0.61,475,155,983,0.4565,228,266
10,1,0.61,465,0.16,1.0725,0.4835,0.2515,0.28
12,1,0.61,485,0.15,1.2405,0.6025,0.2915,0.3085
9,0,0.61,0.47,0.16,1022,449,0.2345,0.2945
10,1,0.61,475,0.16,1.1155,0.3835,223,379
9,2,0.61,465,125,0.9225,436,0.19,0.26
9,0,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31
7,1,0.61,485,0.18,1.2795,0.5735,0.2855,355
10,0,615,0.47,0.16,1.0175,473,0.2395,0.28
9,0,615,475,175,1224,0.6035,261,311
12,2,0.62,485,0.18,1154,0.4935,256,315
12,1,0.62,515,155,1.3255,0.6685,0.2605,335
13,0,0.62,515,175,1221,535,241,395
11,1,0.62,0.54,165,1139,0.4995,0.2435,357
11,2,0.62,0.49,0.16,1066,446,246,305
12,1,0.62,0.48,0.18,1.2215,582,0.2695,313
9,2,0.62,0.47,0.14,0.8565,0.3595,0.16,295
10,2,0.62,0.45,135,924,358,0.2265,0.2965
12,0,0.62,0.48,0.15,1266,0.6285,0.2575,309
9,1,0.62,0.48,175,1.0405,464,0.2225,0.3
11,0,625,0.49,165,1.1165,0.4895,0.2615,0.3325
10,0,625,475,0.16,1.0845,0.5005,0.2355,0.3105
9,0,625,0.5,0.17,1.0985,0.4645,0.22,354
12,2,625,0.47,155,1.1955,643,0.2055,0.3145
10,1,625,485,175,1362,0.6765,0.2615,0.3705
9,2,625,485,0.15,1044,438,0.2865,278
9,0,0.63,505,0.17,1.0915,0.4615,266,0.3
8,1,0.63,0.5,0.18,1.1965,514,0.2325,0.3995
11,0,0.63,0.49,0.17,1.1745,0.5255,273,339
10,0,0.63,485,165,1233,0.6565,0.2315,0.3035
11,0,0.63,495,175,1.2695,605,271,328
13,2,635,0.5,165,1489,715,0.3445,0.3615
12,0,635,0.5,0.17,1.4345,611,309,418
10,1,635,0.49,175,1.2435,0.5805,313,305
9,1,635,0.49,0.17,1.2615,0.5385,0.2665,0.38
10,1,0.64,505,165,1.2235,0.5215,0.2695,0.36
10,0,0.64,515,0.18,1247,0.5475,0.2925,0.3685
11,0,0.64,525,185,1707,763,0.4205,0.4435
10,0,645,505,0.15,1.1605,519,0.2615,335
12,0,645,0.5,175,1286,0.5645,288,386
14,0,645,0.5,0.19,1.5595,741,0.3715,0.3845
9,0,645,0.51,0.19,1.4745,605,345,0.48
10,0,645,0.51,195,1226,0.5885,0.2215,0.3745
9,0,645,0.51,0.16,1.33,0.6665,309,317
9,1,645,0.51,0.16,1.2415,0.5815,276,315
10,0,645,0.5,175,1.3375,554,308,415
10,1,645,0.51,0.19,1363,573,362,0.36
9,0,645,485,0.15,1.2215,0.5695,0.2735,0.33
12,1,645,0.48,0.19,1371,0.6925,0.2905,0.35
9,1,0.65,495,155,1337,615,0.3195,335
11,0,0.65,505,0.19,1274,0.59,0.23,391
11,0,0.65,525,185,1488,665,337,378
9,0,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665
10,0,655,0.55,0.18,1274,586,281,365
9,1,655,0.51,0.15,1043,0.4795,223,305
12,1,655,505,0.19,1.3485,0.5935,0.2745,425
11,1,655,505,195,1.4405,688,0.3805,363
9,0,0.66,0.5,165,1.3195,667,269,341
12,1,0.66,535,175,1.5175,711,0.3125,415
10,0,0.66,0.53,195,1.5505,0.6505,0.3295,495
14,0,0.66,0.51,165,1.6375,0.7685,0.3545,0.3925
11,0,665,525,175,1443,0.6635,0.3845,353
11,0,665,505,0.16,1289,0.6145,253,0.3665
11,1,665,505,0.16,1.2915,631,0.2925,0.32
12,0,665,0.52,175,1.3725,606,0.32,395
9,0,665,0.5,175,1.2975,0.6075,314,315
12,0,0.67,505,0.16,1.2585,0.6255,311,308
11,0,0.67,0.52,165,1.39,711,0.2865,0.3
13,1,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275
10,1,0.67,0.55,155,1566,858,339,354
11,1,0.67,0.54,195,1619,0.74,0.3305,465
13,0,675,525,0.16,1.2835,572,0.2755,0.3545
10,1,675,0.51,195,1382,0.6045,0.3175,0.3965
10,0,0.68,0.52,195,1.4535,592,391,0.4125
11,1,0.68,0.51,0.2,1.6075,714,339,0.4705
11,0,685,0.52,0.15,1.3735,0.7185,293,0.32
11,1,685,565,175,1638,0.7775,375,438
12,1,0.69,0.55,0.2,1569,687,0.3675,0.46
10,0,0.7,565,175,1.8565,0.8445,0.3935,0.54
15,1,0.7,535,175,1773,0.6805,0.48,512
11,1,705,545,0.17,1.58,0.6435,0.4565,265
11,0,0.71,575,215,2009,0.9895,0.4475,502
12,1,0.71,0.57,195,1.9805,0.9925,0.4925,0.48
10,1,0.71,0.54,205,1.5805,802,287,435
11,0,0.71,0.56,0.22,2015,0.9215,454,566
10,0,0.72,0.57,0.2,1.8275,919,366,485
13,0,0.72,0.55,205,2125,1.1455,0.4425,511
7,1,0.72,525,0.18,1445,631,0.3215,435
14,1,725,565,0.21,2.1425,1.03,487,503
11,1,0.73,0.56,0.19,1.9425,799,0.5195,0.5655
11,0,735,0.59,215,1747,0.7275,403,557
12,1,0.74,565,205,2119,0.9655,0.5185,482
11,1,0.75,565,215,1938,0.7735,0.4825,575
12,0,0.75,595,205,2.2205,1083,421,0.63
12,0,0.77,0.62,195,2.5155,1.1155,0.6415,642
12,0,775,0.63,0.25,2.7795,1.3485,0.76,578
5,2,275,175,0.09,0.2315,96,57,0.0705
6,2,375,245,0.1,394,166,91,0.1125
7,1,375,0.27,135,597,272,131,0.1675
7,0,0.39,0.28,125,564,0.3035,0.0955,143
8,2,435,0.3,0.12,0.5965,259,139,0.1645
7,0,445,0.32,0.12,414,199,0.09,117
6,2,455,335,105,422,229,0.0865,0.1
8,2,455,325,135,0.82,0.4005,0.1715,211
8,2,455,345,0.11,434,207,0.0855,0.1215
10,2,465,325,0.14,0.7615,362,0.1535,209
7,0,465,0.36,115,0.5795,295,0.1395,0.12
8,2,485,365,105,0.5205,195,123,182
9,0,485,0.37,155,968,419,0.2455,0.2365
9,2,485,345,0.16,869,0.3085,185,319
8,1,0.49,355,0.16,0.8795,0.3485,215,0.2825
9,0,0.5,0.37,0.15,1.0615,494,223,296
9,0,515,0.35,155,0.9225,0.4185,198,273
8,0,515,395,135,1007,472,0.2495,252
10,0,525,365,0.17,0.9605,438,0.2225,276
7,0,525,0.38,125,0.65,303,155,159
8,0,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105
8,1,535,425,135,771,0.3765,0.1815,0.1795
8,2,535,385,0.18,1.0835,0.4955,0.2295,304
8,2,545,0.42,165,0.8935,0.4235,0.2195,228
10,1,545,415,0.2,1358,567,318,403
9,1,545,385,0.15,1.1185,0.5425,0.2445,0.2845
10,1,0.55,0.38,165,1205,543,294,0.3345
10,0,0.55,0.42,0.16,1.3405,0.6325,311,344
9,0,0.57,455,175,1.02,0.4805,0.2145,0.29
10,0,575,0.44,185,1025,0.5075,0.2245,0.2485
10,2,575,0.45,0.13,0.8145,403,0.1715,213
10,1,0.58,0.43,0.17,1.48,0.6535,324,0.4155
10,0,585,455,145,953,0.3945,0.2685,258
8,2,585,0.45,0.15,0.8915,0.3975,0.2035,253
11,0,0.6,495,175,1.3005,0.6195,284,0.3285
9,0,0.6,465,165,1038,0.4975,0.2205,251
9,0,605,475,175,1.2525,0.5575,0.3055,343
10,0,605,475,0.15,1.15,575,232,297
11,1,0.61,475,0.15,1.1135,0.5195,0.2575,0.3005
10,1,615,455,145,1.1155,0.5045,238,315
10,0,0.62,0.47,145,1.0865,511,0.2715,0.2565
9,0,625,495,175,1254,0.5815,286,0.3185
11,0,625,0.49,185,1169,0.5275,0.2535,344
11,0,635,495,195,1172,445,0.3115,0.3475
10,1,635,475,0.15,1.1845,533,307,291
8,1,0.64,475,0.14,1.0725,0.4895,0.2295,0.31
9,0,645,0.5,0.16,1.3815,672,326,315
11,0,0.65,525,0.19,1.6125,777,0.3685,0.3965
10,0,0.65,485,0.16,1.7395,0.5715,0.2785,0.3075
9,1,655,0.52,0.2,1.5475,713,314,466
10,0,655,545,0.19,1.4245,0.6325,333,378
11,1,665,515,185,1.3405,0.5595,293,0.4375
10,1,675,0.53,175,1.4465,0.6775,0.33,389
9,1,685,535,175,1.5845,0.7175,0.3775,0.4215
10,1,695,0.55,185,1679,805,0.4015,0.3965
11,0,695,0.53,0.19,1726,0.7625,436,455
13,1,705,545,0.18,1.5395,0.6075,0.3675,0.4645
9,1,0.72,0.55,195,2073,1.0715,0.4265,0.5015
11,0,0.72,0.56,0.18,1.5865,691,375,0.4425
11,0,0.73,575,0.21,2069,0.9285,409,643
5,2,185,135,0.04,27,0.0105,0.0055,9
4,2,0.24,0.18,55,0.0555,0.0235,13,18
7,2,0.31,215,75,0.1275,0.0565,0.0275,36
6,2,0.34,0.26,85,0.1885,0.0815,0.0335,0.06
7,2,0.35,265,0.08,0.2,0.09,42,0.06
6,2,365,0.27,85,197,0.0815,0.0325,65
7,2,365,275,85,223,98,0.0375,75
6,2,365,0.27,75,0.2215,95,0.0445,0.07
8,2,0.39,0.31,105,0.2665,0.1185,0.0525,81
6,2,405,0.3,0.09,269,103,67,0.11
7,2,0.41,315,95,0.2805,114,0.0345,0.11
7,2,0.41,335,105,0.3305,0.1405,64,105
6,2,415,0.31,0.09,0.2815,0.1245,0.0615,85
6,2,415,0.31,0.1,0.2805,114,0.0565,0.0975
8,2,415,0.31,95,311,0.1125,0.0625,115
11,2,0.42,325,0.1,368,0.1675,0.0625,0.1135
8,2,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12
7,2,435,335,0.1,0.3245,135,0.0785,98
7,2,435,0.33,0.11,0.38,0.1515,0.0945,0.11
8,2,435,0.33,105,335,156,0.0555,105
7,2,435,345,0.12,0.3215,0.13,56,0.1185
8,2,445,0.33,0.11,358,0.1525,67,0.1185
7,2,465,0.37,0.11,445,0.1635,96,166
8,2,0.47,375,0.12,487,196,99,135
9,2,475,0.34,105,0.4535,203,0.08,0.1465
7,2,485,385,0.13,568,0.2505,178,154
8,2,485,0.36,0.12,0.5155,0.2465,0.1025,147
9,2,485,0.37,115,457,0.1885,0.0965,0.15
8,2,495,0.38,135,0.5095,0.2065,0.1165,165
8,2,495,0.38,145,0.5,205,148,0.1505
8,2,495,375,0.14,494,181,0.0975,191
9,2,0.5,0.38,0.11,0.5605,0.28,106,0.15
11,2,505,405,0.13,599,0.2245,0.1175,225
8,2,505,0.4,145,0.7045,334,0.1425,207
10,1,0.51,0.4,0.12,0.7005,347,0.1105,195
10,2,515,415,135,0.7125,285,152,245
10,2,515,0.42,0.15,0.6725,0.2555,0.1335,235
8,0,515,385,0.11,0.5785,253,0.16,0.14
8,2,0.52,0.41,0.11,0.5185,0.2165,0.0915,184
9,2,0.52,415,0.14,0.6375,308,0.1335,168
9,2,0.52,395,125,0.5805,0.2445,146,165
7,2,0.52,0.38,115,0.6645,0.3285,0.17,0.1425
10,2,0.52,385,115,581,0.2555,156,143
9,2,525,415,0.12,596,0.2805,0.12,0.1695
8,2,525,405,145,0.6965,0.3045,0.1535,0.21
9,2,525,0.4,145,0.6095,248,159,175
8,2,0.53,0.43,0.14,677,298,0.0965,0.23
9,2,0.53,0.43,0.16,0.7245,321,0.1275,0.24
9,2,0.53,395,0.13,575,247,115,183
9,2,0.53,405,0.12,632,0.2715,148,0.1875
9,2,535,455,0.14,1.0015,0.53,0.1765,244
9,1,0.54,425,0.16,0.9455,0.3675,0.2005,295
9,2,0.54,395,135,0.6555,0.2705,155,192
8,2,0.54,0.39,125,0.6255,0.2525,158,0.19
10,2,545,425,0.14,0.8145,305,231,244
9,2,545,0.43,0.14,687,0.2615,0.1405,0.25
10,2,0.55,435,0.14,0.7995,295,0.1905,238
6,2,0.55,0.45,0.13,804,0.3375,0.1405,0.23
8,0,555,435,0.14,0.7495,341,0.1645,214
8,0,555,0.41,125,599,0.2345,0.1465,194
7,0,555,0.4,0.13,0.7075,332,0.1585,0.18
9,2,555,0.45,175,738,304,0.1755,0.22
9,0,555,455,135,837,382,171,235
9,2,0.56,445,165,832,0.3455,179,279
11,1,565,445,125,0.8305,0.3135,0.1785,0.23
7,0,565,415,125,667,302,0.1545,185
11,0,565,455,155,0.9355,421,183,0.26
9,2,565,435,145,0.8445,0.3975,158,255
9,0,565,0.45,0.16,895,415,195,246
10,2,565,0.46,155,0.8715,0.3755,215,0.25
11,0,0.57,0.46,155,1.0005,454,205,265
11,0,0.57,455,155,832,0.3585,174,277
9,0,0.57,0.44,175,0.9415,0.3805,0.2285,283
13,0,0.57,415,0.13,0.88,0.4275,0.1955,238
9,1,0.57,0.44,0.12,803,382,0.1525,234
9,0,575,0.45,0.13,785,318,193,0.2265
9,0,575,0.45,155,0.9765,495,0.2145,235
10,0,575,435,135,992,432,0.2225,239
11,0,575,455,155,1013,0.4685,0.2085,295
10,0,575,445,145,876,0.3795,0.1615,0.27
9,1,575,465,175,1099,0.4735,202,0.35
10,2,575,0.45,135,0.8715,0.45,162,225
11,2,575,0.45,135,0.8245,0.3375,0.2115,239
9,1,575,0.43,155,0.7955,0.3485,0.1925,0.22
9,0,575,475,145,857,0.3665,173,269
9,1,0.58,0.45,195,0.8265,0.4035,173,225
10,1,0.58,0.5,165,925,0.37,185,0.3005
10,0,0.58,0.44,0.15,1.0465,518,0.2185,0.2795
10,2,0.58,0.44,145,0.7905,0.3525,0.1645,242
9,0,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485
10,0,595,455,0.15,886,0.4315,201,223
11,1,0.6,0.47,135,0.97,0.4655,0.1955,264
11,0,0.6,0.46,0.17,1.1805,456,337,329
10,0,0.6,475,0.15,0.99,386,0.2195,0.3105
11,1,0.6,465,0.16,1133,466,0.2885,298
10,2,605,0.49,165,1071,482,0.1935,352
9,1,605,455,145,862,334,0.1985,0.3
10,0,605,0.47,0.18,1.1155,479,0.2565,321
8,0,0.61,0.48,0.14,1031,0.4375,0.2615,0.27
10,1,0.61,0.46,145,1.1185,478,0.2945,0.2985
8,1,0.61,0.46,155,957,0.4255,0.1975,265
11,1,0.61,0.47,165,1.1785,566,0.2785,294
11,0,615,0.47,145,1.0285,0.4435,0.2825,285
9,0,615,0.47,0.15,1.0875,0.4975,283,0.2685
12,1,615,495,0.16,1255,0.5815,0.3195,0.3225
10,0,615,495,0.2,1219,564,227,0.3885
11,0,0.62,0.49,0.16,1035,0.44,0.2525,285
9,0,0.62,0.49,0.15,1195,0.4605,302,355
11,1,0.62,495,0.17,1062,372,213,0.34
15,0,0.62,495,195,1.5145,579,346,0.5195
9,0,0.62,0.47,0.15,1309,587,0.4405,325
12,0,0.62,485,155,1.0295,425,0.2315,335
11,0,625,495,155,1.0485,487,212,0.3215
9,0,625,515,0.17,1331,0.5725,0.3005,361
10,0,625,505,185,1.1565,0.52,0.2405,0.3535
11,1,625,445,0.16,1.09,0.46,0.2965,304
11,1,625,0.52,0.18,1354,0.4845,351,375
11,1,625,0.47,145,984,475,0.2,265
9,0,0.63,0.49,155,1.2525,0.63,246,289
11,1,635,485,165,1.2695,0.5635,0.3065,0.3395
11,1,635,0.52,165,1.3405,0.5065,296,412
11,1,635,505,155,1.2895,594,314,345
12,0,635,525,0.16,1195,0.5435,246,335
12,0,635,0.5,165,1273,0.6535,213,365
10,0,635,515,165,1229,0.5055,0.2975,0.3535
11,0,0.64,0.53,165,1.1895,0.4765,0.3,0.35
10,1,0.64,0.48,145,1.1145,508,0.24,0.34
10,1,0.64,515,165,1.3115,0.4945,0.2555,0.41
10,2,0.64,0.49,135,1.1,488,0.2505,0.2925
9,0,0.64,0.49,155,1.1285,477,269,0.34
11,1,0.64,485,185,1.4195,0.6735,0.3465,0.3255
12,1,645,0.51,0.18,1.6195,0.7815,322,0.4675
11,0,645,0.49,175,1.32,0.6525,0.2375,0.3385
16,1,645,0.52,0.21,1.5535,616,0.3655,474
10,2,0.65,0.52,0.15,1238,0.5495,296,0.3305
13,1,0.65,0.51,155,1189,483,278,0.3645
10,1,0.65,0.51,185,1375,531,384,0.3985
11,1,655,515,0.18,1412,0.6195,0.2485,497
10,1,655,525,175,1348,0.5855,0.2605,394
9,0,655,0.52,0.17,1.1445,0.53,223,348
10,1,0.66,535,205,1.4415,0.5925,0.2775,0.49
11,0,0.66,0.51,175,1218,0.5055,303,0.37
10,1,665,0.5,0.15,1.2475,0.4625,0.2955,0.3595
12,0,665,515,0.2,1.2695,0.5115,0.2675,436
12,0,665,525,0.18,1429,0.6715,0.29,0.4
12,1,0.67,0.53,205,1.4015,643,0.2465,416
11,0,675,515,0.15,1312,556,0.2845,0.4115
11,1,675,0.51,185,1473,0.6295,0.3025,0.4245
12,0,0.68,0.54,0.19,1623,0.7165,354,0.4715
10,0,0.68,0.54,155,1534,671,379,384
10,0,685,535,155,1.3845,0.6615,0.2145,0.4075
11,0,0.69,0.55,0.18,1.6915,0.6655,402,0.5
13,0,695,545,185,1.5715,0.6645,0.3835,0.4505
13,1,0.7,575,205,1773,605,447,538
12,0,0.7,0.55,175,1.4405,0.6565,0.2985,375
13,0,0.7,0.55,195,1.6245,675,347,535
10,1,705,535,0.22,1866,929,0.3835,0.4395
12,1,0.72,575,0.18,1.6705,732,0.3605,501
11,0,0.72,565,0.19,2081,1.0815,0.4305,503
11,1,725,0.57,205,1.6195,744,315,488
11,1,0.75,0.55,195,1.8325,0.83,366,0.44
13,0,0.76,605,215,2173,801,0.4915,646
4,2,135,0.13,0.04,29,0.0125,0.0065,8
4,2,0.16,0.11,25,0.0195,0.0075,5,6
5,2,0.21,0.15,55,0.0465,17,12,15
6,2,0.28,0.21,75,0.1195,53,0.0265,0.03
7,2,0.28,0.2,65,0.0895,36,0.0185,0.03
6,2,285,215,0.06,0.0935,31,23,0.03
5,2,0.29,0.21,0.07,0.1115,48,0.0205,0.03
6,2,0.29,0.21,0.06,0.1195,56,0.0235,0.03
6,2,0.29,0.21,65,97,0.0375,22,0.03
6,2,0.32,0.24,0.07,133,0.0585,0.0255,41
7,2,325,0.25,0.07,0.1745,0.0875,0.0355,0.04
6,2,335,0.25,0.08,0.1695,0.0695,44,0.0495
7,2,0.35,235,0.08,0.17,0.0725,0.0465,0.0495
6,2,0.35,0.25,0.07,0.1605,0.0715,0.0335,46
9,2,355,0.27,105,271,0.1425,0.0525,0.0735
6,2,0.36,0.27,85,0.2185,0.1065,38,62
7,2,0.36,0.27,85,196,0.0905,34,53
6,2,375,0.28,0.08,226,105,47,65
7,2,375,275,85,0.22,109,0.05,0.0605
7,2,395,0.29,95,0.3,158,68,78
7,2,405,0.25,0.09,0.2875,128,63,0.0805
8,2,415,325,0.11,316,0.1385,0.0795,0.0925
7,2,425,315,95,0.3675,0.1865,0.0675,0.0985
8,2,0.43,0.32,0.11,0.3675,0.1675,102,105
7,2,435,325,0.12,346,159,84,95
8,0,0.45,0.33,105,0.4955,0.2575,82,129
7,2,0.46,0.35,0.11,0.4675,0.2125,99,0.1375
10,0,0.47,365,135,522,0.2395,0.1525,145
10,2,0.47,375,105,441,167,0.0865,145
8,2,475,365,0.12,0.5185,268,0.1095,0.1365
9,0,505,0.39,0.12,653,0.3315,0.1385,167
12,0,505,395,135,0.5915,288,0.1315,185
10,0,505,385,115,0.4825,0.21,0.1035,0.1535
9,2,0.51,455,135,0.6855,0.2875,154,0.2035
9,0,515,0.4,0.14,0.6335,288,145,168
9,0,525,0.41,0.13,0.6875,0.3435,0.1495,0.1765
9,1,0.53,0.43,0.15,741,325,0.1855,196
9,1,0.53,405,0.13,0.6355,0.2635,0.1565,185
11,0,545,0.44,0.14,0.8395,356,0.1905,0.2385
10,1,0.55,0.47,0.15,0.9205,381,0.2435,0.2675
9,1,0.56,0.41,0.16,0.8215,342,184,253
9,0,565,445,145,0.9255,0.4345,212,0.2475
10,1,0.57,435,0.15,0.8295,0.3875,156,245
9,0,0.58,0.46,0.16,1063,513,0.2705,0.2625
10,0,0.59,465,165,1115,0.5165,273,275
10,1,0.6,0.45,0.14,837,0.37,177,0.2425
12,0,605,445,0.14,982,0.4295,0.2085,295
10,0,0.61,0.49,0.16,1112,465,228,341
14,1,625,515,0.18,1.3485,0.5255,252,0.3925
9,0,0.66,515,195,1.5655,0.7345,353,386
5,2,255,0.19,0.06,86,0.04,0.0185,25
5,2,0.27,195,65,0.1065,0.0475,0.0225,0.0285
5,2,0.28,215,0.08,132,72,22,33
6,2,285,215,0.07,0.1075,51,0.0225,27
8,2,0.32,255,85,0.1745,72,33,57
